category,title_group,english_level,it_experience_years,salary_usd
Software Engineer,Senior-level,Upper-Intermediate,5.0,5000.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,2100.0
Management,Senior-level,Pre-Intermediate,7.0,2500.0
Management,Management,Advanced,5.0,5000.0
Management,Management,Upper-Intermediate,5.0,5500.0
Data Scientist,Senior-level,Advanced,4.0,3600.0
Management,Management,Advanced,12.0,4000.0
Quality Assurance,Entry-level,Intermediate,2.0,800.0
Quality Assurance,Mid-level,Intermediate,5.0,1800.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,2100.0
Software Engineer,Mid-level,Intermediate,2.0,1360.0
Data Scientist,Senior-level,Upper-Intermediate,5.0,8000.0
SysAdmin,Entry-level,Upper-Intermediate,1.5,800.0
DevOps,Mid-level,Upper-Intermediate,3.0,3330.0
Analyst,Mid-level,Upper-Intermediate,3.0,2000.0
Management,Mid-level,Elementary,3.0,2500.0
Other,Mid-level,Intermediate,4.0,1500.0
Analyst,Senior-level,Advanced,3.0,3250.0
Customer Support,Mid-level,Upper-Intermediate,2.0,2350.0
Management,Tech leadership,Pre-Intermediate,10.0,5500.0
Quality Assurance,Mid-level,Intermediate,3.0,2000.0
Marketing,Mid-level,Upper-Intermediate,2.0,2500.0
Quality Assurance,Senior-level,Upper-Intermediate,5.0,3120.0
Software Engineer,Mid-level,Intermediate,4.0,2600.0
Quality Assurance,Entry-level,Pre-Intermediate,1.5,650.0
Management,Management,Intermediate,8.0,6000.0
Other,Senior-level,Upper-Intermediate,4.0,3000.0
Quality Assurance,Senior-level,Upper-Intermediate,5.0,2500.0
Quality Assurance,Entry-level,Upper-Intermediate,1.0,810.0
Management,Senior-level,Upper-Intermediate,4.0,5000.0
Other,Management,Advanced,5.0,4000.0
Software Engineer,Mid-level,Intermediate,2.0,3000.0
Analyst,Tech leadership,Intermediate,6.0,4400.0
Management,Entry-level,Pre-Intermediate,3.0,1250.0
Data Scientist,Mid-level,Upper-Intermediate,1.5,1500.0
Quality Assurance,Senior-level,Intermediate,10.0,4300.0
Design,Mid-level,Upper-Intermediate,3.0,2300.0
Design,Entry-level,Pre-Intermediate,2.0,1100.0
DevOps,Entry-level,Upper-Intermediate,1.0,600.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,4000.0
Management,Mid-level,Upper-Intermediate,5.0,3000.0
Quality Assurance,Tech leadership,Upper-Intermediate,4.0,8000.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,6200.0
Other,Senior-level,Upper-Intermediate,8.0,3500.0
Management,Management,Upper-Intermediate,8.0,6000.0
Sales,Management,Upper-Intermediate,20.0,4230.0
Software Engineer,Mid-level,Upper-Intermediate,5.0,3500.0
Quality Assurance,Entry-level,Upper-Intermediate,1.0,900.0
Software Engineer,Entry-level,Upper-Intermediate,2.0,900.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,4000.0
Security,Senior-level,Upper-Intermediate,7.0,6250.0
Data Scientist,Mid-level,Intermediate,3.0,1500.0
Quality Assurance,Senior-level,Upper-Intermediate,3.0,3800.0
Management,Mid-level,Upper-Intermediate,4.0,2800.0
Software Engineer,Senior-level,Pre-Intermediate,9.0,4900.0
Other,Mid-level,Upper-Intermediate,4.0,1260.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,3750.0
Quality Assurance,Tech leadership,Upper-Intermediate,9.0,5100.0
Analyst,Senior-level,Upper-Intermediate,6.0,4200.0
Software Engineer,Entry-level,Intermediate,0.5,900.0
Management,Senior-level,Advanced,8.0,6000.0
Software Engineer,Senior-level,Upper-Intermediate,8.0,5000.0
Design,Entry-level,Upper-Intermediate,1.0,700.0
Other,Management,Upper-Intermediate,18.0,4400.0
Software Engineer,Tech leadership,Upper-Intermediate,10.0,4800.0
Management,Mid-level,Upper-Intermediate,5.0,2700.0
Marketing,Tech leadership,Advanced,11.0,4500.0
Software Engineer,Tech leadership,Intermediate,12.0,4200.0
Software Engineer,Mid-level,Intermediate,4.0,1700.0
Marketing,Mid-level,Pre-Intermediate,7.0,1400.0
Other,Entry-level,Intermediate,0.5,500.0
Design,Senior-level,Upper-Intermediate,5.0,2800.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1450.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,2068.0
Software Engineer,Mid-level,Intermediate,3.0,1600.0
Quality Assurance,Senior-level,Intermediate,5.0,3600.0
Software Engineer,Senior-level,Advanced,6.0,3200.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,2340.0
Security,Entry-level,Advanced,0.5,740.0
Quality Assurance,Mid-level,Intermediate,2.0,1400.0
Management,Mid-level,Advanced,2.0,3000.0
SysAdmin,Mid-level,Pre-Intermediate,7.0,1200.0
Quality Assurance,Entry-level,Upper-Intermediate,1.0,800.0
Software Engineer,Entry-level,Intermediate,1.0,700.0
Management,Executive,Upper-Intermediate,8.0,7000.0
Data Scientist,Entry-level,Intermediate,1.5,1150.0
Data Scientist,Entry-level,Intermediate,1.5,1300.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,2500.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,2119.0
Software Engineer,Senior-level,Advanced,5.0,4600.0
Marketing,Mid-level,Upper-Intermediate,3.0,1800.0
Quality Assurance,Entry-level,Pre-Intermediate,1.5,800.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,3200.0
Quality Assurance,Senior-level,Upper-Intermediate,5.0,3000.0
Analyst,Mid-level,Pre-Intermediate,3.0,2400.0
DevOps,Mid-level,Intermediate,6.0,2800.0
Management,Senior-level,Upper-Intermediate,8.0,5100.0
Quality Assurance,Mid-level,Upper-Intermediate,5.0,2500.0
Quality Assurance,Mid-level,Pre-Intermediate,3.0,2600.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,2110.0
Software Engineer,Entry-level,Elementary,1.5,800.0
Software Engineer,Mid-level,Upper-Intermediate,5.0,3500.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,4000.0
Design,Senior-level,Elementary,5.0,3000.0
Other,Entry-level,Upper-Intermediate,0.5,700.0
Software Engineer,Senior-level,Intermediate,9.0,4000.0
Analyst,Senior-level,Upper-Intermediate,10.0,4000.0
Management,Mid-level,Upper-Intermediate,3.0,2500.0
Other,Mid-level,Intermediate,3.0,2000.0
Quality Assurance,Senior-level,Intermediate,4.0,3300.0
Software Engineer,Entry-level,Intermediate,0.5,650.0
Quality Assurance,Mid-level,Upper-Intermediate,6.0,1600.0
Analyst,Mid-level,Advanced,1.0,1900.0
Quality Assurance,Entry-level,Intermediate,0.1,700.0
Marketing,Mid-level,Pre-Intermediate,7.0,1350.0
Software Engineer,Senior-level,Upper-Intermediate,8.0,5100.0
Software Engineer,Tech leadership,Upper-Intermediate,8.0,6175.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,3500.0
Marketing,Senior-level,Upper-Intermediate,4.0,3000.0
HR,Mid-level,Upper-Intermediate,6.0,1550.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,5300.0
DevOps,Senior-level,Pre-Intermediate,7.0,4400.0
Analyst,Tech leadership,Advanced,9.0,4500.0
Quality Assurance,Entry-level,Intermediate,1.0,720.0
Software Engineer,Senior-level,Intermediate,7.0,4000.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,2300.0
Marketing,Entry-level,Upper-Intermediate,1.5,1300.0
Management,Management,Upper-Intermediate,11.0,9500.0
Quality Assurance,Tech leadership,Upper-Intermediate,14.0,3500.0
Management,Management,Intermediate,10.0,5000.0
Software Engineer,Senior-level,Upper-Intermediate,8.0,3500.0
Data Scientist,Mid-level,Upper-Intermediate,4.0,3800.0
Quality Assurance,Senior-level,Advanced,4.0,3015.0
HR,Entry-level,Intermediate,1.5,1250.0
Quality Assurance,Senior-level,Advanced,3.0,3600.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,2300.0
DevOps,Mid-level,Advanced,5.0,3000.0
Data Scientist,Tech leadership,Upper-Intermediate,7.0,6500.0
Software Engineer,Tech leadership,Intermediate,7.0,4000.0
Analyst,Entry-level,Intermediate,0.25,840.0
Software Engineer,Senior-level,Upper-Intermediate,4.0,3200.0
Quality Assurance,Senior-level,Intermediate,12.0,3000.0
Quality Assurance,Mid-level,Upper-Intermediate,5.0,1700.0
Management,Senior-level,Upper-Intermediate,8.0,2980.0
Design,Mid-level,Intermediate,3.0,1300.0
Quality Assurance,Entry-level,Intermediate,1.0,600.0
Management,Mid-level,Upper-Intermediate,4.0,1800.0
Quality Assurance,Mid-level,Upper-Intermediate,2.0,1700.0
Design,Mid-level,Advanced,3.0,1900.0
HR,Mid-level,Intermediate,6.0,1300.0
Analyst,Senior-level,Upper-Intermediate,10.0,3650.0
DevOps,Tech leadership,Intermediate,11.0,6500.0
Marketing,Mid-level,Advanced,5.0,2550.0
Management,Entry-level,Upper-Intermediate,3.0,800.0
Analyst,Tech leadership,Advanced,12.0,4000.0
Quality Assurance,Mid-level,Intermediate,4.0,1350.0
Analyst,Entry-level,Upper-Intermediate,0.5,650.0
Software Engineer,Senior-level,Upper-Intermediate,9.0,5500.0
Quality Assurance,Mid-level,Intermediate,4.0,2800.0
Software Engineer,Entry-level,Upper-Intermediate,2.0,800.0
Design,Entry-level,Advanced,1.0,850.0
Management,Management,Upper-Intermediate,4.0,4750.0
Quality Assurance,Senior-level,Intermediate,5.0,2800.0
Data Scientist,Senior-level,Advanced,6.0,5220.0
Other,Mid-level,Upper-Intermediate,1.5,2500.0
Quality Assurance,Tech leadership,Advanced,5.0,4100.0
Software Engineer,Senior-level,Upper-Intermediate,8.0,3800.0
Quality Assurance,Mid-level,Intermediate,3.0,1600.0
Quality Assurance,Mid-level,Intermediate,3.0,1800.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,3215.0
Management,Mid-level,Pre-Intermediate,2.0,2300.0
DevOps,Mid-level,Pre-Intermediate,5.0,4000.0
HR,Senior-level,Intermediate,5.0,3000.0
Software Engineer,Entry-level,Upper-Intermediate,2.0,1100.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,2620.0
Software Engineer,Senior-level,Upper-Intermediate,8.0,4200.0
Analyst,Senior-level,Advanced,3.0,3800.0
Software Engineer,Senior-level,Intermediate,6.0,4400.0
Quality Assurance,Entry-level,Intermediate,0.1,700.0
Management,Management,Advanced,7.0,5400.0
DevOps,Mid-level,Upper-Intermediate,5.0,2700.0
DevOps,Senior-level,Upper-Intermediate,6.0,4230.0
Management,Mid-level,Upper-Intermediate,4.0,2900.0
Management,Senior-level,Advanced,4.0,4200.0
Quality Assurance,Mid-level,Intermediate,4.0,2000.0
Quality Assurance,Senior-level,Upper-Intermediate,12.0,2700.0
Software Engineer,Mid-level,Intermediate,2.0,1700.0
Software Engineer,Senior-level,Intermediate,6.0,3100.0
Quality Assurance,Tech leadership,Intermediate,5.0,4800.0
Analyst,Mid-level,Upper-Intermediate,4.0,3000.0
HR,Senior-level,Intermediate,9.0,2800.0
Data Scientist,Senior-level,Upper-Intermediate,3.0,7500.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,2250.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,3897.0
Software Engineer,Mid-level,Upper-Intermediate,2.0,1750.0
Design,Mid-level,Intermediate,4.0,1600.0
Management,Management,Upper-Intermediate,5.0,5900.0
Design,Mid-level,Pre-Intermediate,3.0,1400.0
Other,Mid-level,Upper-Intermediate,6.0,2600.0
Software Engineer,Mid-level,Pre-Intermediate,2.0,1700.0
Quality Assurance,Senior-level,Upper-Intermediate,11.0,3500.0
Design,Mid-level,Upper-Intermediate,2.0,1300.0
Data Scientist,Senior-level,Upper-Intermediate,4.0,2500.0
Analyst,Tech leadership,Upper-Intermediate,9.0,5000.0
Management,Executive,Upper-Intermediate,13.0,6500.0
Software Engineer,Mid-level,Advanced,5.0,2850.0
Analyst,Entry-level,Elementary,2.0,1100.0
Quality Assurance,Mid-level,Upper-Intermediate,5.0,1890.0
Analyst,Entry-level,Intermediate,1.0,1000.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,2100.0
Quality Assurance,Mid-level,Intermediate,2.0,1350.0
Software Engineer,Mid-level,Intermediate,5.0,3500.0
Analyst,Senior-level,Advanced,5.0,3550.0
Quality Assurance,Entry-level,Pre-Intermediate,1.0,715.0
Software Engineer,Senior-level,Intermediate,9.0,2500.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,3200.0
Quality Assurance,Mid-level,Upper-Intermediate,6.0,3430.0
Design,Mid-level,Advanced,4.0,3750.0
Software Engineer,Tech leadership,Elementary,4.0,5000.0
DevOps,Management,Upper-Intermediate,4.0,8300.0
DevOps,Tech leadership,Upper-Intermediate,14.0,8500.0
Analyst,Entry-level,Upper-Intermediate,1.0,750.0
Quality Assurance,Management,Intermediate,18.0,6300.0
Marketing,Entry-level,Upper-Intermediate,0.5,700.0
Quality Assurance,Management,Advanced,10.0,4700.0
Data Scientist,Senior-level,Upper-Intermediate,8.0,5500.0
Quality Assurance,Senior-level,Upper-Intermediate,3.0,4400.0
Analyst,Entry-level,Upper-Intermediate,0.1,1000.0
Software Engineer,Tech leadership,Intermediate,18.0,4300.0
Quality Assurance,Senior-level,Upper-Intermediate,12.0,3000.0
HR,Tech leadership,Advanced,8.0,5500.0
Quality Assurance,Mid-level,Upper-Intermediate,7.0,3800.0
Software Engineer,Entry-level,Upper-Intermediate,3.0,700.0
Design,Senior-level,Upper-Intermediate,8.0,5000.0
Quality Assurance,Mid-level,Intermediate,3.0,1600.0
Software Engineer,IC-high,Advanced,10.0,5400.0
Data Scientist,Mid-level,Intermediate,2.0,1750.0
Quality Assurance,Entry-level,Intermediate,0.1,500.0
Quality Assurance,Mid-level,Intermediate,3.0,2600.0
Software Engineer,Senior-level,Upper-Intermediate,5.0,3000.0
Management,Executive,Upper-Intermediate,10.0,7650.0
Design,Mid-level,Intermediate,2.0,2400.0
Software Engineer,Mid-level,Intermediate,4.0,1700.0
Management,Management,Upper-Intermediate,6.0,5500.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,2450.0
Quality Assurance,Entry-level,Intermediate,0.5,600.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,2688.0
Marketing,Entry-level,Upper-Intermediate,1.0,650.0
DevOps,Senior-level,Intermediate,10.0,3000.0
Security,Mid-level,Intermediate,3.0,3400.0
Quality Assurance,Entry-level,Upper-Intermediate,0.5,800.0
Software Engineer,Entry-level,Upper-Intermediate,2.0,700.0
Analyst,Mid-level,Upper-Intermediate,4.0,2000.0
Quality Assurance,Senior-level,Upper-Intermediate,5.0,3000.0
Quality Assurance,Mid-level,Intermediate,7.0,2500.0
Software Engineer,Tech leadership,Pre-Intermediate,18.0,5500.0
Analyst,Senior-level,Upper-Intermediate,4.0,3000.0
Quality Assurance,Senior-level,Intermediate,8.0,3381.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,2000.0
Software Engineer,Mid-level,Intermediate,3.0,2000.0
DevOps,Senior-level,Upper-Intermediate,8.0,7500.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,2500.0
Quality Assurance,Mid-level,Pre-Intermediate,1.0,1200.0
DevOps,Tech leadership,Upper-Intermediate,6.0,4300.0
Quality Assurance,Entry-level,Upper-Intermediate,0.25,400.0
Management,Management,Upper-Intermediate,5.0,3500.0
Software Engineer,Senior-level,Upper-Intermediate,9.0,5000.0
Software Engineer,Mid-level,Intermediate,4.0,1800.0
Management,Senior-level,Upper-Intermediate,3.0,3000.0
Other,Senior-level,Advanced,6.0,3888.0
Software Engineer,Senior-level,Upper-Intermediate,13.0,6800.0
Quality Assurance,Mid-level,Upper-Intermediate,5.0,1800.0
Design,Mid-level,Upper-Intermediate,2.0,1654.0
Analyst,Senior-level,Intermediate,6.0,3500.0
HR,Management,Intermediate,7.0,4000.0
Marketing,Entry-level,Advanced,0.5,990.0
Software Engineer,Entry-level,Upper-Intermediate,3.0,1500.0
DevOps,IC-high,Upper-Intermediate,10.0,12000.0
Management,Management,Advanced,8.0,5100.0
Sales,Entry-level,Upper-Intermediate,0.5,400.0
DevOps,Mid-level,Upper-Intermediate,2.0,1500.0
HR,Tech leadership,Upper-Intermediate,10.0,9500.0
SysAdmin,Mid-level,Pre-Intermediate,3.0,2500.0
Data Scientist,Senior-level,Advanced,7.0,5600.0
Data Scientist,Senior-level,Upper-Intermediate,6.0,7000.0
Management,Mid-level,Advanced,3.0,2200.0
Quality Assurance,Mid-level,Intermediate,3.0,1500.0
Software Engineer,Mid-level,Upper-Intermediate,5.0,3700.0
Software Engineer,Entry-level,Upper-Intermediate,2.0,1200.0
Other,Mid-level,Upper-Intermediate,3.0,1200.0
Management,Management,Intermediate,6.0,4000.0
Data Scientist,Senior-level,Advanced,5.0,6000.0
Management,Entry-level,Advanced,0.1,800.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,2150.0
Management,Entry-level,Upper-Intermediate,0.25,1200.0
Quality Assurance,Mid-level,Upper-Intermediate,6.0,2050.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1300.0
Marketing,Mid-level,Upper-Intermediate,4.0,1700.0
Quality Assurance,Senior-level,Pre-Intermediate,12.0,3500.0
Data Scientist,Entry-level,Advanced,0.1,600.0
Quality Assurance,Entry-level,Upper-Intermediate,2.0,500.0
Quality Assurance,Entry-level,Upper-Intermediate,2.0,800.0
Software Engineer,Tech leadership,Advanced,13.0,6600.0
Software Engineer,Entry-level,Upper-Intermediate,1.0,1200.0
DevOps,Tech leadership,Advanced,12.0,9200.0
Design,Mid-level,Elementary,3.0,3000.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,3000.0
Software Engineer,Tech leadership,Pre-Intermediate,8.0,5500.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1600.0
DevOps,Senior-level,Upper-Intermediate,5.0,5600.0
Marketing,Mid-level,Upper-Intermediate,5.0,1700.0
Software Engineer,Mid-level,Intermediate,2.0,1200.0
Software Engineer,Mid-level,Intermediate,5.0,2600.0
Software Engineer,Senior-level,Advanced,3.0,3100.0
Quality Assurance,Mid-level,Intermediate,3.0,1650.0
DevOps,Tech leadership,Advanced,8.0,4800.0
Quality Assurance,Senior-level,Pre-Intermediate,8.0,3000.0
Quality Assurance,Senior-level,Upper-Intermediate,9.0,3400.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,2300.0
Analyst,Mid-level,Upper-Intermediate,7.0,2400.0
SysAdmin,Senior-level,Upper-Intermediate,6.0,3614.0
Management,Senior-level,Upper-Intermediate,4.0,3475.0
DevOps,Mid-level,Intermediate,5.0,2400.0
Management,Management,Advanced,5.0,5000.0
Software Engineer,Senior-level,Intermediate,4.0,7800.0
Software Engineer,Mid-level,Advanced,4.0,3567.0
Quality Assurance,Tech leadership,Advanced,12.0,5000.0
Data Scientist,Mid-level,Intermediate,3.0,1850.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1856.0
Other,Entry-level,Intermediate,1.0,500.0
Data Scientist,Senior-level,Advanced,6.0,3940.0
Software Engineer,Entry-level,Intermediate,1.5,1305.0
Quality Assurance,Entry-level,Intermediate,0.1,400.0
Quality Assurance,Senior-level,Advanced,7.0,3000.0
Other,Senior-level,Advanced,6.0,2700.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,5000.0
Management,Management,Intermediate,4.0,4500.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1600.0
DevOps,Entry-level,Intermediate,3.0,875.0
Quality Assurance,Mid-level,Upper-Intermediate,5.0,3000.0
Design,Mid-level,Pre-Intermediate,6.0,1600.0
Data Scientist,Tech leadership,Upper-Intermediate,10.0,5200.0
Quality Assurance,Mid-level,Upper-Intermediate,6.0,1800.0
Management,Senior-level,Advanced,5.0,3150.0
Security,Mid-level,Upper-Intermediate,4.0,2800.0
Design,Senior-level,Intermediate,4.0,4500.0
Management,Entry-level,Advanced,0.1,1500.0
Software Engineer,Entry-level,Intermediate,2.0,550.0
Quality Assurance,Senior-level,Advanced,11.0,3000.0
Design,Senior-level,Upper-Intermediate,10.0,6000.0
Analyst,Entry-level,Intermediate,1.5,620.0
Software Engineer,Senior-level,Pre-Intermediate,5.0,4600.0
Software Engineer,Tech leadership,Advanced,18.0,6200.0
Analyst,Tech leadership,Advanced,12.0,4000.0
SysAdmin,Entry-level,Pre-Intermediate,0.25,1200.0
Management,Entry-level,Upper-Intermediate,1.0,400.0
Quality Assurance,Mid-level,Intermediate,3.0,2150.0
Management,Mid-level,Advanced,7.0,3000.0
Quality Assurance,Senior-level,Intermediate,4.0,4300.0
HR,Entry-level,Intermediate,2.0,700.0
Analyst,Tech leadership,Upper-Intermediate,7.0,6500.0
Software Engineer,Mid-level,Advanced,3.0,2300.0
Analyst,Senior-level,Intermediate,5.0,3000.0
Management,Mid-level,Pre-Intermediate,1.0,2400.0
Design,Senior-level,Advanced,6.0,3000.0
Design,Senior-level,Upper-Intermediate,6.0,5500.0
Design,Mid-level,Upper-Intermediate,4.0,1500.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1800.0
Marketing,Mid-level,Upper-Intermediate,3.0,1225.0
Quality Assurance,Mid-level,Advanced,4.0,1222.0
Data Scientist,Mid-level,Upper-Intermediate,1.0,4000.0
DevOps,Tech leadership,Elementary,9.0,5400.0
Quality Assurance,Mid-level,Intermediate,3.0,2000.0
Design,Entry-level,Upper-Intermediate,1.5,1500.0
Software Engineer,Senior-level,Intermediate,14.0,3500.0
Analyst,Senior-level,Upper-Intermediate,7.0,3300.0
Analyst,Entry-level,Intermediate,1.0,700.0
HR,Mid-level,Upper-Intermediate,6.0,1800.0
Management,Mid-level,Elementary,3.0,2200.0
Quality Assurance,Mid-level,Intermediate,6.0,3400.0
Quality Assurance,Tech leadership,Intermediate,5.0,3500.0
Software Engineer,Senior-level,Intermediate,12.0,5200.0
DevOps,IC-high,Intermediate,10.0,7500.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,2770.0
Quality Assurance,Senior-level,Upper-Intermediate,5.0,3000.0
DevOps,Mid-level,Upper-Intermediate,4.0,2000.0
Management,Entry-level,Intermediate,1.0,615.0
Software Engineer,Entry-level,Upper-Intermediate,0.5,400.0
Quality Assurance,Entry-level,Intermediate,1.5,1050.0
Marketing,Management,Advanced,7.0,6500.0
Other,Senior-level,Advanced,7.0,5000.0
Quality Assurance,Mid-level,Elementary,3.0,1334.0
Design,Senior-level,Upper-Intermediate,6.0,3050.0
Quality Assurance,Mid-level,Upper-Intermediate,5.0,3000.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,1600.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,1500.0
DevOps,Mid-level,Upper-Intermediate,3.0,2050.0
Design,Mid-level,Upper-Intermediate,1.0,1800.0
Other,Mid-level,Upper-Intermediate,3.0,1400.0
Quality Assurance,Mid-level,Intermediate,1.0,2000.0
Quality Assurance,Tech leadership,Upper-Intermediate,4.0,3900.0
Management,Management,Advanced,6.0,5500.0
Software Engineer,Entry-level,Upper-Intermediate,3.0,600.0
Marketing,Entry-level,Pre-Intermediate,2.0,500.0
Analyst,Senior-level,Upper-Intermediate,6.0,3100.0
Analyst,Mid-level,Advanced,4.0,2300.0
Software Engineer,Senior-level,Upper-Intermediate,5.0,4200.0
Management,Mid-level,Advanced,4.0,2200.0
Software Engineer,Tech leadership,Upper-Intermediate,6.0,4800.0
Software Engineer,Mid-level,Upper-Intermediate,7.0,3950.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1600.0
Software Engineer,Mid-level,Intermediate,1.0,1600.0
Analyst,Mid-level,Upper-Intermediate,5.0,2380.0
Quality Assurance,Mid-level,Intermediate,3.0,1400.0
Software Engineer,Senior-level,Upper-Intermediate,14.0,4500.0
Sales,Mid-level,Upper-Intermediate,4.0,1300.0
Design,Tech leadership,Intermediate,18.0,3500.0
Software Engineer,Mid-level,Upper-Intermediate,2.0,1500.0
Software Engineer,Senior-level,Intermediate,8.0,4000.0
Software Engineer,Senior-level,Advanced,11.0,3500.0
DevOps,Senior-level,Advanced,5.0,5640.0
Quality Assurance,Entry-level,Upper-Intermediate,3.0,1000.0
Software Engineer,Entry-level,Advanced,0.25,400.0
Quality Assurance,Entry-level,Intermediate,2.0,620.0
Other,Entry-level,Intermediate,1.0,500.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,3000.0
DevOps,Senior-level,Upper-Intermediate,7.0,5000.0
Quality Assurance,Mid-level,Intermediate,4.0,2100.0
Quality Assurance,Mid-level,Upper-Intermediate,6.0,1500.0
Data Scientist,Senior-level,Advanced,9.0,4500.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,6000.0
Quality Assurance,Mid-level,Elementary,2.0,1400.0
Design,Mid-level,Intermediate,3.0,1450.0
Software Engineer,Mid-level,Intermediate,3.0,1800.0
Other,Mid-level,Intermediate,3.0,1250.0
Sales,Mid-level,Upper-Intermediate,3.0,2200.0
Software Engineer,Senior-level,Advanced,14.0,5940.0
Design,Mid-level,I don't know,4.0,1700.0
Analyst,Senior-level,Upper-Intermediate,4.0,3500.0
SysAdmin,Entry-level,Upper-Intermediate,0.5,400.0
Other,Entry-level,Upper-Intermediate,3.0,840.0
Quality Assurance,Mid-level,Advanced,2.0,2255.0
Quality Assurance,Mid-level,Intermediate,4.0,1400.0
Quality Assurance,Entry-level,Upper-Intermediate,1.5,600.0
Quality Assurance,Tech leadership,Intermediate,11.0,7000.0
Software Engineer,Mid-level,Intermediate,4.0,2380.0
Software Engineer,Senior-level,Upper-Intermediate,12.0,6500.0
Marketing,Mid-level,Advanced,3.0,3200.0
Design,Mid-level,Upper-Intermediate,3.0,1300.0
Marketing,Tech leadership,Advanced,8.0,5400.0
Analyst,Senior-level,Elementary,4.0,5000.0
DevOps,Tech leadership,Upper-Intermediate,7.0,3690.0
Quality Assurance,Tech leadership,Advanced,11.0,3500.0
Management,Mid-level,Advanced,1.5,1700.0
Other,Entry-level,Pre-Intermediate,1.5,550.0
Software Engineer,Entry-level,Pre-Intermediate,1.5,500.0
Quality Assurance,Management,Upper-Intermediate,14.0,3600.0
DevOps,Mid-level,Intermediate,2.0,1650.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,4500.0
Marketing,Mid-level,Advanced,1.5,1550.0
Quality Assurance,Mid-level,Upper-Intermediate,5.0,3200.0
Software Engineer,Senior-level,Intermediate,9.0,4600.0
Management,Management,Advanced,8.0,3877.0
Software Engineer,Senior-level,Advanced,14.0,4000.0
Data Scientist,Senior-level,Advanced,8.0,6000.0
DevOps,Mid-level,Intermediate,4.0,2250.0
Design,Entry-level,Upper-Intermediate,1.5,1000.0
Analyst,Entry-level,Advanced,0.1,700.0
Design,Mid-level,Intermediate,3.0,1400.0
Quality Assurance,Mid-level,Intermediate,4.0,1428.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,2000.0
DevOps,Entry-level,Intermediate,1.0,1000.0
Analyst,Mid-level,Intermediate,2.0,1900.0
Analyst,Entry-level,Pre-Intermediate,0.5,800.0
Quality Assurance,Mid-level,Intermediate,4.0,1750.0
Design,Mid-level,Intermediate,4.0,1250.0
Management,Mid-level,Upper-Intermediate,1.5,2500.0
Analyst,Mid-level,Upper-Intermediate,3.0,1555.0
Software Engineer,Tech leadership,Upper-Intermediate,13.0,6200.0
Software Engineer,Senior-level,Pre-Intermediate,4.0,3400.0
Other,Senior-level,Advanced,7.0,2600.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1800.0
Data Scientist,Senior-level,Intermediate,3.0,5500.0
Software Engineer,Mid-level,Advanced,4.0,2100.0
Data Scientist,Mid-level,Upper-Intermediate,4.0,3500.0
Software Engineer,Senior-level,Upper-Intermediate,10.0,5500.0
Software Engineer,Entry-level,Intermediate,2.0,974.0
